final monument	description	program	specific rules
601865-007601	GALLEY G2a	SFE	NULL
601865-007701	GALLEY G2a	SFE	NULL
601865-007901	GALLEY G2a	SFE	NULL
601865-008001	GALLEY G2a	SFE	NULL
601865-008101	GALLEY G2a	SFE	NULL
601865-008201	GALLEY G2a	SFE	NULL
601865-008301	GALLEY G2a	SFE	NULL
601865-008401	GALLEY G2a	SFE	NULL
601865-008501	GALLEY G2 HSD	SFE	NULL
601866-000501	GALLEY G2a FS DRY	SFE	NULL
601866-000601	GALLEY G2a FS DRY	SFE	NULL
601866-000701	GALLEY G2 FS DRY	SFE	NULL
601867-000701	GALLEY G2a FSW	SFE	NULL
601867-000801	GALLEY G2a FSW	SFE	NULL
601867-000901	GALLEY G2a FSW	SFE	NULL
601867-001001	GALLEY G2a FSW	SFE	NULL
601867-001101	GALLEY G2a FSW	SFE	NULL
601867-001201	GALLEY G2a FSW	SFE	NULL
601867-M001001	GALLEY G2a FSW	BFE	NULL
601867-M001301	GALLEY G2a FSW	SFE	NULL
601869-001701	Galley G3	SFE	NULL
601869-001801	Galley G3	SFE	NULL
601870-001401	GALLEY G3	SFE	NULL
601870-001801	GALLEY G3 FSW	SFE	NULL
601870-002101	GALLEY G3 FSW	SFE	NULL
601870-002201	GALLEY G3 FSW	SFE	NULL
601870-002401	GALLEY G3 FSW	SFE	NULL
601870-M002201	GALLEY G3 FSW	BFE	NULL
601874-000901	STOWAGE S7, 15" MID LH	SFE	NULL
601874-001101	STOWAGE S2, 15" MID LH	SFE	NULL
601874-001201	STOWAGE S7, 18" MID LH	SFE	NULL
601874-001302	STOWAGE S8, 15" MID RH	SFE	NULL
601874-001501	STOWAGE S1, 15" FWD LH	SFE	NULL
601874-001601	STOWAGE S7, 15" MID LH	SFE	NULL
601874-001701	STOWAGE S2, 15" MID LH	SFE	NULL
601879-002501	GALLEY G3b	SFE	NULL
601879-002901	GALLEY G3b	SFE	NULL
601879-003001	GALLEY G3b	SFE	NULL
601879-003101	GALLEY G3b	SFE	NULL
601888-005301_REWORK	Galley G4a	SFE	NULL
601888-005601	GALLEY G4a	SFE	NULL
601891-008101	GALLEY G4B	SFE	NULL
601891-009001	GALLEY G4B	SFE	NULL
601891-009401	Galley G4b	SFE	NULL
601891-009501	Galley G4b	SFE	NULL
601891-009601	Galley G4b	SFE	NULL
601891-009701	GALLEY G5	SFE	NULL
601891-010301	GALLEY G4b	SFE	NULL
601891-010401	GALLEY G4b	SFE	NULL
601891-010901	GALLEY G4b	SFE	NULL
601891-011001	GALLEY G4b	BFE	NULL
601891-011001_ACA	GALLEY G4B (ACA)	BFE	NULL
601891-011201	GALLEY G4b	SFE	NULL
601891-011701	GALLEY G4b	SFE	NULL
601891-011801	GALLEY G4b	SFE	NULL
601891-012401	GALLEY G4b	SFE	NULL
601891-012501	GALLEY G4b	SFE	NULL
601891-012601	GALLEY G4b	SFE	NULL
601891-013101	GALLEY G4B	SFE	NULL
601891-013201	GALLEY G4B	SFE	NULL
601891-013301	GALLEY G4B	SFE	NULL
601891-013901	GALLEY G4b	SFE	NULL
601891-014001	GALLEY G4b	SFE	NULL
601891-014201	GALLEY G4b	SFE	NULL
601891-014401	GALLEY G4B	SFE	NULL
601891-015101	GALLEY G4B	SFE	NULL
601891-015201	GALLEY G4B	SFE	NULL
601891-015301	GALLEY G4b	SFE	NULL
601891-015601	GALLEY G4B	SFE	NULL
601891-017701	GALLEY G4b	SFE	NULL
601891-017801	GALLEY G4b	SFE	NULL
601891-017901	GALLEY G4b	SFE	NULL
601891-018001	GALLEY G4b	SFE	NULL
601891-018101	GALLEY G4b	SFE	NULL
601891-018401	GALLEY G4b	SFE	NULL
601897-000301	GALLEY G2a CHIL	SFE	NULL
601897-000401	GALLEY G2a CHIL	SFE	NULL
601897-000801	GALLEY G2a CHIL	SFE	NULL
601897-000901	GALLEY G2a CHIL	SFE	NULL
601898-000101	STOWAGE S62	SFE	NULL
6018A4-000101	GALLEY G4c	SFE	NULL
6018A4-000301	GALLEY G4c	SFE	NULL
6018A6-000301	GALLEY G1	SFE	NULL
6018A6-000401	GALLEY G1	SFE	NULL
601920-000101	GALLEY G5	SFE	NULL
601951-000001_RETURN	Galley G2a	SFE	NULL
601952-000101	STOWAGE S1, 18" FWD LH	SFE	NULL
601966-000102	STOWAGE S22, 15" FWD RH	SFE	NULL
601980-000001	Galley G1	SFE	NULL
601982-000001	Galley G1	SFE	NULL
601983-000001	Galley G5	SFE	NULL
601988-000001	STOWAGE S1 14" FWD LH	SFE	NULL
601988-000002	STOWAGE S2 16" FWD RH	SFE	NULL
601990-000001	STOWAGE S7 15" AFT LH	SFE	NULL
601990-000002	STOWAGE S8 15" AFT RH	SFE	NULL
601992-000101	STOWAGE S1 15" FWD BO LH	SFE	NULL
601993-000102	STOWAGE S2 15" FWD FH RH	SFE	NULL
601994-000001	STOWAGE S1, 18" FWD LH	SFE	NULL
601997-000001	STOWAGE S1 18"	SFE	NULL
6019A2-000001	GALLEY G1	SFE	NULL
6019A2-000101	GALLEY G1	SFE	NULL
6019A5-000002	Stowage S62 15"	SFE	NULL
6019B2-000001	STOWAGE S51SF, 15" AFT LH	SFE	NULL
6019B3-000002	STOWAGE S62, 15" AFT RH	SFE	NULL
6019B5-000001	Stowage S1	SFE	NULL
6019B6-000001	Stowage S2	SFE	NULL
6019C6-000001	STOWAGE S5	SFE	NULL
6019C7-000001	G2a HS dry	SFE	NULL
6019C9-000001	STOWAGE S1	SFE	NULL
6019D0-000002	STOWAGE S62	SFE	NULL
6019D1-000001	STOWAGE S1	SFE	NULL
6019D2-000001	STOWAGE S1 18"	SFE	NULL
6019D3-000001	STOWAGE C1, 18" FWD LH	SFE	NULL
6019D6-000001	Galley G2 Dry	SFE	NULL
6019F0-000001	GALLEY G1	SFE	NULL
6019F1-000001	GALLEY G5	SFE	NULL
6019G7-000001	STOWAGE S3, 15" AFT LH	SFE	NULL
6019G8-000002	STOWAGE S4, 15" AFT RH	SFE	NULL
6019G9-000002	Stowage S62 15"	SFE	NULL
601891-019201	GALLEY G4B	SFE	NULL
6019A3-000001	GALLEY G4	SFE	NULL
6019A3-000101	GALLEY G4	SFE	NULL
AFT_MOD_SOL_ACA	Aft Mod. Retrofit Solution ACA	BFE	NULL
G901001-147AA_REWORK	Lavatory JBU (CC) REWORK	SFE	NULL
G901001-149AA_REWORK	Lavatory JBU (CC) REWORK	SFE	NULL
G901001-179AB	Lavatory EZY05	SFE	NULL
G901001-209AB	Lavatory CEB06	SFE	NULL
G901001-249AB	Lavatory EZY04	SFE	NULL
G901001-275AB	Lavatory LAN10	SFE	NULL
G901001-275AC	Lavatory LAN10	SFE	NULL
G901001-291AA	Lavatory SVR01	SFE	NULL
G901001-295AA	Lavatory VJC06	SFE	NULL
G901001-297AA	Lavatory PGT03	SFE	NULL
G901001-303AA	Lavatory HTU03 D1	SFE	NULL
G901001-307AA	Lavatory AMC02	SFE	NULL
G901001-311AA	Lavatory AXM05	SFE	NULL
G901001-313AB	Lavatory CEB07	SFE	NULL
G901001-315AA	Lavatory SEY01	SFE	NULL
G901001-317AA	Lavatory IBE14	SFE	NULL
G901001-319AA	Lavatory SVR02	SFE	NULL
G901001-321AA	Lavatory (JAT03)	SFE	NULL
G901001-323AA	Lavatory 90M02	SFE	NULL
G901001-325AA	Lavatory 72X03	SFE	NULL
G901001-327AA	Lavatory (ACA)	BFE	NULL
G901001-327AA_ACA	LAVATORY (ACA)	BFE	NULL
G901001-329AA	Lavatory CQH04	SFE	NULL
G901001-331AA	Lavatory VJC06	SFE	NULL
G901001-333AA	LAVATORY CCM02	SFE	NULL
G901001-335AA	Lavatory AEE03	SFE	NULL
G901001-337AA	Lavatory HDA05	SFE	NULL
G901001-339AA	Lavatory SAS03	SFE	NULL
G901001-341AA	Lavatory VIV03	SFE	NULL
G901001-343AA	Lavatory 90M01	SFE	NULL
G901001-345AA	Lavatory AAY	SFE	NULL
G901001-347AA	Lavatory AAY	SFE	NULL
G901001-353AA	Lavatory AZU01	SFE	NULL
G901001-355AA	Lavatory AEE04	SFE	NULL
G901001-357AA	Lavatory ABQ02	SFE	NULL
G901001-365AA	Lavatory GCR02	SFE	NULL
G901001-367AA	Lavatory CGZ01	SFE	NULL
G901001-369AA	Lavatory 80T02	SFE	NULL
G901001-371AA	Lavatory ERN01	SFE	NULL
G901001-373AA	Lavatory SKU02	SFE	NULL
G901001-375AA	Lavatory AXM04	SFE	NULL
G901001-375AB	Lavatory AXM04	SFE	NULL
G901001-377AA	Lavatory WZZ04	SFE	NULL
G901001-379AA	Lavatory 93M02	SFE	NULL
G901001-381AA	Lavatory HVN05	SFE	NULL
G901001-383AA	Lavatory APJ02	SFE	NULL
G901001-385AA	Lavatory TGW04	SFE	NULL
G901001-389AA	Lavatory AVA01	SFE	NULL
G901001-399AA	Lavatory HTU04	SFE	NULL
G901001-401AA	Lavatory 86Z04	SFE	NULL
G901001-403AA	Lavatory APJ03	SFE	NULL
G901001-409AA	Lavatory CDC03	SFE	NULL
G901001-411AA	Lavatory JAT04	SFE	NULL
G901001-413AA	Lavatory SBI04	SFE	NULL
G901001-415AA	Lavatory SVR01	SFE	NULL
G901001-417AA	Lavatory SVA05	SFE	NULL
G901001-419AA	Lavatory 32Y07	SFE	NULL
G901001-421AA	Lavatory WZZ05	SFE	NULL
G901001-423AA	Lavatory JAT05	SFE	NULL
G901001-423AB	Lavatory JAT05	SFE	NULL
G901001-425AA	Lavatory CGZ01 D04 and on	SFE	NULL
G901001-429AA	Lavatory HTU04 D03	SFE	NULL
G901001-437AA	Lavatory AVA21120	SFE	NULL
G901001-441AA	Lavatory CGZ02	SFE	NULL
G901001-445AA	Lavatory AUL01	SFE	NULL
G901001-451AA	Lavatory 87U05	SFE	NULL
G901001-453AA	Lavatory CGZ02	SFE	NULL
G901001-457AA	Lavatory AVAxx	SFE	NULL
G901001-459AA	Lavatory NWS01	SFE	NULL
G901314GADA501	O2 BOX INSTL	SFE	NULL
601891-013501	GALLEY G4b	SFE	NULL
601891-013601	GALLEY G4b	SFE	NULL
601891-013701	GALLEY G4b	SFE	NULL
601891-016101	GALLEY G4B	SFE	NULL
601891-016201	GALLEY G4B	SFE	NULL
601891-016501	GALLEY G4B	SFE	NULL
601891-017601	GALLEY G4b	SFE	NULL
601852-031301	GALLEY G1	SFE	NULL
601852-031501	GALLEY G1	SFE	NULL
601852-031701	GALLEY G1	SFE	NULL
601852-028501	GALLEY G1	SFE	NULL
601852-028701	GALLEY G1	SFE	NULL
601852-030201	GALLEY G1	SFE	NULL
601852-030301	GALLEY G1	SFE	NULL
601851-019301	GALLEY G1	SFE	NULL
601851-019601	GALLEY G1	SFE	NULL
601851-019701	GALLEY G1	SFE	NULL
601851-019801	GALLEY G1	SFE	NULL
601851-021901	GALLEY G1	SFE	NULL
601851-022101	GALLEY G1	SFE	NULL
601851-022201	GALLEY G1	SFE	NULL
601851-022301	GALLEY G1	SFE	NULL
6018A6-000101	GALLEY G1	SFE	NULL
6018A6-000201	GALLEY G1	SFE	NULL
601891-011301	GALLEY G4b	SFE	NULL
601891-011501	GALLEY G4b	SFE	NULL
601891-011601	GALLEY G4b	SFE	NULL
6019G2-000002	STOWAGE S42 28,5" MID RH	SFE	NULL
6018A7-000101	GALLEY G2a HSD	SFE	NULL
6018C1-000101	GALLEY G5	SFE	NULL
601891-011901	GALLEY G4b	SFE	NULL
601891-012001	GALLEY G4b	SFE	NULL
601891-012201	GALLEY G4b	SFE	NULL
601891-010601	GALLEY G4b	SFE	NULL
601891-010701	GALLEY G4b	SFE	NULL
601891-010801	GALLEY G4b	SFE	NULL
601891-012701	GALLEY G4b	SFE	NULL
601891-012801	GALLEY G4b	SFE	NULL
601891-012901	GALLEY G4b	SFE	NULL
601891-013001	GALLEY G4b	SFE	NULL
601891-014501	GALLEY G4B	SFE	NULL
601891-014601	GALLEY G4B	SFE	NULL
601891-014701	GALLEY G4B	SFE	NULL
601891-014801	GALLEY G4B	SFE	NULL
601857-024301	Galley G5	SFE	NULL
601857-024701	GALLEY G5	SFE	NULL
601851-017801	GALLEY G1	SFE	NULL
601851-018001	GALLEY G1	SFE	NULL
601851-018301	GALLEY G1	SFE	NULL
G901001-465AA	Lavatory LATAM	SFE	NULL
601891-019301	GALLEY G4B	SFE	NULL
601850-011901	GALLEY G1	SFE	NULL
601852-025401	GALLEY G1	SFE	NULL
601852-025601	GALLEY G1	SFE	NULL
601852-025701	GALLEY G1	SFE	NULL
601851-014701	GALLEY G1	SFE	NULL
601851-014801	GALLEY G1	SFE	NULL
601851-014901	GALLEY G1	SFE	NULL
601851-020401	GALLEY G1	SFE	NULL
601851-020501	GALLEY G1	SFE	NULL
601851-020701	GALLEY G1	SFE	NULL
601891-008201	Galley G4b	SFE	NULL
601891-008501	Galley G4b	SFE	NULL
601874-007901	STOWAGE S3, 15" AFT LH	SFE	NULL
601878-000102	STOWAGE S18, 18" FWD RH	SFE	NULL
601858-032601	GALLEY G5	SFE	NULL
601858-032701	GALLEY G5	SFE	NULL
601858-033101	GALLEY G5	SFE	NULL
6019F2-000001	Galley G2 Dry	SFE	NULL
601852-023601	GALLEY G1	SFE	NULL
601852-023901	GALLEY G1	SFE	NULL
1197L23A00000	STOWAGE UNIT S2FL	NULL	NULL
1197L24A00000	STOWAGE UNIT S2FR	NULL	NULL
1197L25A00000	STOWAGE UNIT S2F	NULL	NULL
601850-008101	GALLEY G1	SFE	NULL
601850-009901	GALLEY G1	SFE	NULL
601850-010001	GALLEY G1	SFE	NULL
601850-011601	GALLEY G1	SFE	NULL
601879-003301	GALLEY G3b	SFE	NULL
601880-001601	GALLEY G3b	SFE	NULL
601880-001801	GALLEY G3b	SFE	NULL
601201-201	GALLEY 1	NULL	NULL
601202-201	GALLEY 5	NULL	NULL
601204-301	GALLEY G5	BFE	NULL
601355-1301BB	LDMCR	NULL	NULL
601400-501	GALLEY G1	NULL	NULL
601400-601	GALLEY G1	NULL	NULL
601400-701	GALLEY G1	NULL	NULL
601400-801	GALLEY G1	NULL	NULL
601401-1201	GALLEY G5	BFE	NULL
601401-1301	GALLEY G5	BFE	NULL
601401-1401	GALLEY G5	BFE	NULL
601401-1601	GALLEY G5	BFE	NULL
601401-1701	GALLEY G5	BFE	NULL
601401-1901	GALLEY G5	BFE	NULL
601401-2001	GALLEY G5	NULL	NULL
601401-2101	GALLEY G5	NULL	NULL
601401-2301	GALLEY G5	NULL	NULL
601401-2401	GALLEY G5	NULL	NULL
601401-2601	GALLEY G5	NULL	NULL
601401-2701	GALLEY G5	NULL	NULL
601401-2801	GALLEY G5	NULL	NULL
601401-2901	GALLEY G5	BFE	NULL
601401-3101	GALLEY G5	NULL	NULL
601401-3201	GALLEY G5	BFE	NULL
601401-3301	GALLEY G5	NULL	NULL
601401-3401	GALLEY G5	NULL	NULL
601401-3501	GALLEY G5	NULL	NULL
601401-3601	GALLEY G5	NULL	NULL
601401-3801	GALLEY G5	BFE	NULL
601401-4301	GALLEY 5	BFE	NULL
601401-4401	GALLEY G5	BFE	NULL
601401-4501	GALLEY G5	BFE	NULL
601401-4901	GALLEY 5	BFE	NULL
601401-5001	GALLEY 5	BFE	NULL
601401-501	GALLEY G5	NULL	NULL
601401-5101	GALLEY G5	BFE	NULL
601401-5801	GALLEY G5	BFE	NULL
601401-601	GALLEY G5	BFE	NULL
601401-701	GALLEY G5	BFE	NULL
601401-801	GALLEY G5	NULL	NULL
601410-1001	GALLEY G1	BFE	NULL
601410-1201	GALLEY G1	BFE	NULL
601410-1401	GALLEY G1	BFE	NULL
601410-1601	GALLEY G1	NULL	NULL
601410-1701	GALLEY G1	BFE	NULL
601410-1901	GALLEY G1	BFE	NULL
601410-2001	GALLEY G1	BFE	NULL
601410-201	GALLEY G1	NULL	NULL
601410-2301	GALLEY 1	NULL	NULL
601410-2401	GALLEY G1	NULL	NULL
601410-2601	GALLEY G1	BFE	NULL
601410-2801	GALLEY G1	NULL	NULL
601410-2901	GALLEY G1	NULL	NULL
601410-3101	GALLEY G1	BFE	NULL
601410-3201	GALLEY G1	BFE	NULL
601410-3301	GALLEY G1	NULL	NULL
601410-3401	GALLEY G1	NULL	NULL
601410-3501	GALLEY G1	NULL	NULL
601410-3601	FINAL ASSEMBLY	NULL	NULL
601410-3801	FINAL ASSEMBLY	NULL	NULL
601410-4601	FINAL ASSEMBLY	NULL	NULL
601410-4701	FINAL ASSEMBLY	NULL	NULL
601410-4901	FINAL ASSEMBLY	NULL	NULL
601410-5001	GALLEY G1	BFE	NULL
601410-501	GALLEY G1	NULL	NULL
601410-5101	FINAL ASSEMBLY	NULL	NULL
601410-5301	FINAL ASSEMBLY	NULL	NULL
601410-601	GALLEY G1	BFE	NULL
601410-701	GALLEY G1	BFE	NULL
601567-20001	GALLEY G33/AFT D01 and on	BFE	NULL
601567-20301	GALLEY G6/AFT D01 and on	SFE	NULL
601580-1	STOWAGE S1 14"	NULL	NULL
601580-2	STOWAGE S2 14"	NULL	NULL
601581-1	Galley G3	BFE	NULL
601582-1	STOWAGE S51	NULL	NULL
601583-1	PARTITION P1 LH	NULL	NULL
601583-2	PARTITION P2 RH	NULL	NULL
601709-501	LDMCR	NULL	NULL
601709-701	LDMCR (CFG01/02)	NULL	NULL
601709-801	LDMCR (6+2)	NULL	NULL
601851-016401	GALLEY G1	SFE	NULL
601851-017501	GALLEY G1	SFE	NULL
601851-021501	GALLEY G1	SFE	NULL
601851-025601	GALLEY G1	SFE	NULL
601851-026001	GALLEY G1	SFE	NULL
601851-026101	GALLEY G1	SFE	NULL
601851-026301	GALLEY G1	SFE	NULL
601851-026401	GALLEY G1	SFE	NULL
601851-026601	GALLEY G1	SFE	NULL
601852-028101	GALLEY G1	SFE	NULL
601852-038101	GALLEY G1	SFE	NULL
601852-038201	GALLEY G1	SFE	NULL
601852-038301	GALLEY G1	SFE	NULL
601852-038401	GALLEY G1	SFE	NULL
601852-038501	GALLEY G1	SFE	NULL
601856-007401	GALLEY G5	SFE	NULL
601856-011201	GALLEY G5	SFE	NULL
601857-020001	GALLEY G5	SFE	NULL
601857-021301	GALLEY G5	SFE	NULL
601857-024901	GALLEY G5	SFE	NULL
601858-032201	GALLEY G5	SFE	NULL
601858-033901	GALLEY G5	SFE	NULL
601859-007902_REWORK	STOWAGE S2, 15" FWD RH L-SHAPE	NULL	NULL
601859-010201	STOWAGE S1, 13" FWD LH	NULL	NULL
601859-010202	STOWAGE S2, 13" FWD RH	NULL	NULL
601859-012401	STOWAGE S1, 14" FWD LH	NULL	NULL
601859-012402	STOWAGE S2, 14" FWD RH	NULL	NULL
601861-009601	STOWAGE S1, 18" FWD LH	NULL	NULL
601861-013201	STOWAGE S1, 18" FWD LH	NULL	NULL
601861-013301	STOWAGE S1, 18" FWD LH	NULL	NULL
601861-014801	STOWAGE S1, 18" FWD LH	NULL	NULL
601861-017802	STOWAGE S2, 18" FWD RH	NULL	NULL
601861-017901	STOWAGE S1, 18" FWD LH	NULL	NULL
601862-001102	STOWAGE S6, 21" AFT RH	NULL	NULL
601863-005501	STOWAGE S3, 17" AFT LH	NULL	NULL
601863-005702	STOWAGE S4 15" AFT RH	NULL	NULL
601863-005802	STOWAGE S4A, 17" AFT RH	NULL	NULL
601863-006802	STOWAGE S4, 15" AFT RH	NULL	NULL
601863-006901	STOWAGE S7, 15" AFT RH	NULL	NULL
601863-006902	STOWAGE S8, 15" AFT RH	NULL	NULL
601865-007301	GALLEY G2a	SFE	NULL
601865-007801	GALLEY G2a	SFE	NULL
601865-008601	GALLEY G2a	SFE	NULL
601866-000801	GALLEY G2 FS DRY	SFE	NULL
601870-002001	G3 FSW	NULL	NULL
601879-002701	GALLEY G3b	SFE	NULL
601888-006401	Galley G4a	SFE	NULL
601888-006501	Galley G4a	SFE	NULL
601891-007101	GALLEY G4B	SFE	NULL
601891-015501	GALLEY G4B	SFE	NULL
601891-015701	GALLEY G4B	SFE	NULL
601891-015801	GALLEY G4B	SFE	NULL
601891-018201	GALLEY G4B	SFE	NULL
6018A4-000401	GALLEY G4c	SFE	NULL
6018A4-000501	GALLEY G4c	SFE	NULL
6018A4-000601	GALLEY G4c	SFE	NULL
6018A6-000501	GALLEY G1	SFE	NULL
6018A6-000601	GALLEY G1	SFE	NULL
6018A6-000701	GALLEY G1	SFE	NULL
6018A6-000801	GALLEY G1	SFE	NULL
6018A6-000901	GALLEY G1	SFE	NULL
6018A6-001001	GALLEY G1	SFE	NULL
6018C1-000201	GALLEY G5	SFE	NULL
6018C1-000301	GALLEY G5	SFE	NULL
6018C1-000401	GALLEY G5	SFE	NULL
6018C1-000501	GALLEY G5	SFE	NULL
6018C1-000601	GALLEY G5	SFE	NULL
6018C1-000801	Galley G5	SFE	NULL
6018C1-000901	Galley G5	SFE	NULL
6018C1-001001	Galley G5	SFE	NULL
601937-000101	GALLEY G2a H/S	SFE	NULL
601951-000103	ID PLACARD	NULL	NULL
601952-000001_RETURN	Stowage S1, 18" FWD LH	NULL	NULL
601952-000103	ID PLACARD	NULL	NULL
6019A2-000201	GALLEY G1	SFE	NULL
6019A6-000001	Stowage S51 15"	NULL	NULL
6019A7-000002	Stowage S6 19"	NULL	NULL
6019A8-000001	GALLEY G2a HS/DRY	SFE	NULL
6019A9-000001	GALLEY G5	SFE	NULL
6019B0-000001	STOWAGE S1 FH 19"	NULL	NULL
6019B1-000001	STOWAGE G4 FH 31,6"	NULL	NULL
6019B4-000001	GALLEY G1	SFE	NULL
6019B9-000001	STOWAGE S1, 21"	NULL	NULL
6019C0-000001	GALLEY G1	SFE	NULL
6019C1-000001	GALLEY G5	SFE	NULL
6019C8-000002	STOWAGE G8	NULL	NULL
6019F0-000101	GALLEY G1	SFE	NULL
6019G3-000001	STOWAGE S2, 15" MID LH	NULL	NULL
6019G4-000001	STOWAGE S3, 15" AFT FH LH	NULL	NULL
6019G5-000002	STOWAGE S4, 15" AFT RH	NULL	NULL
6019H0-000001	STOWAGE S51, 15" AFT LH	NULL	NULL
6019H1-000001	STOWAGE S1.1, 15" FWD LH	NULL	NULL
6019H2-000001	STOWAGE S1.2, 18" FWD LH	NULL	NULL
6019H3-000001	STOWAGE S21 FH 19"	NULL	NULL
6019H4-000001	GALLEY G4 (G3a)	SFE	NULL
6019H6-000001	GALLEY G1	SFE	NULL
6019H7-000001	GALLEY G3b	SFE	NULL
6019H8-000001	GALLEY G4c	SFE	NULL
6019H9-000001	STOWAGE S21 9"	NULL	NULL
6019J0-000002	STOWAGE S22 14"	NULL	NULL
6019J1-000001	STOWAGE S51 15"	NULL	NULL
6019J2-000001	GALLEY G3A	SFE	NULL
6019J3-000001	GALLEY G1	SFE	NULL
6019J4-000001	GALLEY G3 FSW	SFE	NULL
6019J5-000002	STOWAGE S2, 15" FWD RH	NULL	NULL
601891-018501	Galley G4b	SFE	NULL
601891-018601	GALLEY G4B	SFE	NULL
601891-018701	GALLEY G4B	SFE	NULL
601891-018801	GALLEY G4B	SFE	NULL
601891-018901	GALLEY G4B	SFE	NULL
601891-019101	GALLEY G5 (G4B)	SFE	NULL
6019A3-000201	GALLEY G4 (G3b)	SFE	NULL
AFT_MOD_KIT_ACA	KIT FOR AFT MOD. RET. SOL. ACA	NULL	NULL
G901001-293AA	Lavatory S2A22	NULL	NULL
G901001-351AA	Lavatory AAR11	NULL	NULL
G901001-363AA	Lavatory VLG06	NULL	NULL
G901001-387AA	Lavatory CBJ06	NULL	NULL
G901001-391AA	Lavatory ANZ07	NULL	NULL
G901001-433AA	Lavatory HKE02	NULL	NULL
G901001-443AA	Lavatory 87ZAU	NULL	NULL
G901001-461AA	Lavatory FFT08	NULL	NULL
G901001-463AA	Lavatory LATAM	NULL	NULL
G901314GACY501	O2 BOX INSTL	NULL	NULL
JBU_GALLEY_KIT	JBU_GALLEY_KIT	NULL	NULL
JBU_SFV2_KIT	JBU_SFV2_KIT	NULL	NULL
601891-013401	GALLEY G4b	SFE	NULL
601891-016001	GALLEY G4B	SFE	NULL
601891-016401	GALLEY G4B	SFE	NULL
601852-038701	GALLEY G1	SFE	NULL
601852-038801	GALLEY G1	SFE	NULL
601852-038901	GALLEY G1	SFE	NULL
601852-039001	GALLEY G1	SFE	NULL
601852-039101	GALLEY G1	SFE	NULL
601852-039201	GALLEY G1	SFE	NULL
601852-039301	GALLEY G1	SFE	NULL
601852-039401	GALLEY G1	SFE	NULL
601852-039601	GALLEY G1	SFE	NULL
601851-026701	GALLEY G1	SFE	NULL
601851-026801	GALLEY G1	SFE	NULL
601851-027101	GALLEY G1	SFE	NULL
601851-027201	GALLEY G1	SFE	NULL
601851-027301	GALLEY G1	SFE	NULL
601851-027401	GALLEY G1	SFE	NULL
601851-027501	GALLEY G1	SFE	NULL
601851-027801	GALLEY G1	SFE	NULL
601851-027901	GALLEY G1	SFE	NULL
601852-031401	GALLEY G1	SFE	NULL
601852-031601	GALLEY G1	SFE	NULL
601852-031901	GALLEY G1	SFE	NULL
601851-022001	GALLEY G1	SFE	NULL
601867-001501	GALLEY G2a FSW	SFE	NULL
601709-901	LDMCR (6+2)	NULL	NULL
601702-301	LD-MCR	NULL	NULL
601709-101_REWORK	LDMCR NEO 6+2	NULL	NULL
6018B1-000101	GALLEY G3 HS	SFE	NULL
6018B3-000101	GALLEY G3 FSW	SFE	NULL
601891-029301	GALLEY G4b	SFE	NULL
601891-029401	GALLEY G4b	SFE	NULL
601891-030501	GALLEY G4b	SFE	NULL
601891-032401	GALLEY G4b	SFE	NULL
601891-032501	GALLEY G4b	SFE	NULL
601891-032601	GALLEY G4b	SFE	NULL
601858-048601	GALLEY G5	SFE	NULL
601858-052801	GALLEY G5	SFE	NULL
601858-052901	GALLEY G5	SFE	NULL
6018A4-000701	GALLEY G4c	SFE	NULL
6018A4-001001	GALLEY G4c	SFE	NULL
6018A4-001101	GALLEY G4c	SFE	NULL
6018A4-001201	GALLEY G4c	SFE	NULL
6018A4-001301	GALLEY G4c	SFE	NULL
6018A4-001501	GALLEY G4c	SFE	NULL
6018A5-000101	GALLEY G1	SFE	NULL
601891-011401	GALLEY G4b	SFE	NULL
6019F8-000002	STOWAGE S42 FH 31,6"	NULL	NULL
6019F9-000001	STOWAGE S1, 18" FWD LH	NULL	NULL
6019G0-000002	STOWAGE S4, 15" AFT RH	NULL	NULL
6019G1-000002	STOWAGE S8, 15" MID RH	NULL	NULL
6018A6-001501	GALLEY G1	SFE	NULL
6018A6-001601	GALLEY G1	SFE	NULL
6018A6-001701	GALLEY G1	SFE	NULL
6018A6-001801	GALLEY G1	SFE	NULL
6018A6-001901	GALLEY G1	SFE	NULL
6018A6-002001	GALLEY G1	SFE	NULL
6018A6-002101	GALLEY G1	SFE	NULL
6018A6-002201	GALLEY G1	SFE	NULL
6018A6-002301	GALLEY G1	SFE	NULL
6018A6-002501	GALLEY G1	SFE	NULL
6018A7-000201	GALLEY G2a HSD	SFE	NULL
6018A8-000101	GALLEY G2a FSD	SFE	NULL
601891-012301	GALLEY G4b	SFE	NULL
601891-010501	GALLEY G4b	SFE	NULL
601891-010201	GALLEY G4b	SFE	NULL
601857-024501	GALLEY G5	SFE	NULL
601857-024801	GALLEY G5	SFE	NULL
601859-018601	STOWAGE S1 12" FWD LH	NULL	NULL
601859-018602	STOWAGE S2 12" FWD RH	NULL	NULL
601859-019101	STOWAGE S1, 12" FWD LH	NULL	NULL
601859-019102	STOWAGE S2, 12" FWD RH	SFE	NULL
601859-019201	STOWAGE S1, 12" FWD LH	NULL	NULL
601859-019202	STOWAGE S2, 12" FWD RH	NULL	NULL
601859-019301	STOWAGE S1, 12" FWD LH	NULL	NULL
601859-019302	STOWAGE S2, 12" FWD RH	NULL	NULL
601859-019501	STOWAGE S1, 15" FWD LH	NULL	NULL
